method,url,caller_file,caller_line,enclosing_function,response_type,query_key,used_by_pages
POST,/v1/portal/service-requests,/cbs-frontend/src/features/portal/api/portalApi.ts,81,portalApi,PortalServiceRequest,,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/portal/service-requests/types,/cbs-frontend/src/features/portal/api/portalApi.ts,83,portalApi,string[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/customers/selector,/cbs-frontend/src/features/fees/components/FeePreviewCalculator.tsx,41,FeePreviewCalculator,{ value: string; label: string }[],"['customer-selector'],",
GET,/v1/fees/definitions,/cbs-frontend/src/features/fees/api/feeApi.ts,132,getFeeDefinitions,FeeDefinition[],,/cbs-frontend/src/features/fees/pages/FeeDefinitionDetailPage.tsx; /cbs-frontend/src/features/fees/pages/FeeScheduleListPage.tsx; /cbs-frontend/src/features/fees/pages/NewFeeDefinitionPage.tsx
POST,/v1/fees/definitions,/cbs-frontend/src/features/fees/api/feeApi.ts,146,createFeeDefinition,FeeDefinition,,/cbs-frontend/src/features/fees/pages/FeeDefinitionDetailPage.tsx; /cbs-frontend/src/features/fees/pages/FeeScheduleListPage.tsx; /cbs-frontend/src/features/fees/pages/NewFeeDefinitionPage.tsx
GET,/v1/fees/preview/{},/cbs-frontend/src/features/fees/api/feeApi.ts,156,previewFee,FeePreviewResult,,/cbs-frontend/src/features/fees/pages/FeeDefinitionDetailPage.tsx; /cbs-frontend/src/features/fees/pages/FeeScheduleListPage.tsx; /cbs-frontend/src/features/fees/pages/NewFeeDefinitionPage.tsx
GET,/v1/fees/history/account/{},/cbs-frontend/src/features/fees/api/feeApi.ts,219,getAccountFeeHistory,FeeCharge[],,/cbs-frontend/src/features/fees/pages/FeeDefinitionDetailPage.tsx; /cbs-frontend/src/features/fees/pages/FeeScheduleListPage.tsx; /cbs-frontend/src/features/fees/pages/NewFeeDefinitionPage.tsx
GET,/v1/goals,/cbs-frontend/src/features/goals/api/goalApi.ts,57,getGoals,SavingsGoal[],,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
GET,/v1/goals/{},/cbs-frontend/src/features/goals/api/goalApi.ts,61,getGoalById,SavingsGoal,,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
POST,/v1/goals,/cbs-frontend/src/features/goals/api/goalApi.ts,65,createGoal,SavingsGoal,,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
POST,/v1/goals/{}/contribute,/cbs-frontend/src/features/goals/api/goalApi.ts,69,contributeToGoal,SavingsGoal,,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
POST,/v1/goals/{}/auto-debit,/cbs-frontend/src/features/goals/api/goalApi.ts,73,updateAutoDebit,SavingsGoal,,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
GET,/v1/goals/{}/contributions,/cbs-frontend/src/features/goals/api/goalApi.ts,77,getGoalContributions,GoalContribution[],,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
GET,/v1/goals/recurring-deposits,/cbs-frontend/src/features/goals/api/goalApi.ts,81,getRecurringDeposits,RecurringDeposit[],,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
GET,/v1/goals/recurring-deposits/{},/cbs-frontend/src/features/goals/api/goalApi.ts,85,getRecurringDepositById,RecurringDeposit,,/cbs-frontend/src/features/goals/pages/GoalDetailPage.tsx; /cbs-frontend/src/features/goals/pages/GoalListPage.tsx; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositDetailPage.tsx; /cbs-frontend/src/features/goals/pages/RecurringDepositListPage.tsx
GET,/v1/accounts,/cbs-frontend/src/features/goals/pages/NewGoalPage.tsx,55,navigate,SourceAccount[],"['accounts', 'source-list'],",
GET,/v1/intelligence/behaviour/recommendations/{},/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,59,intelligenceApi,Recommendation[],,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/behaviour/recommendations/{}/generate,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,62,intelligenceApi,Recommendation[],,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/behaviour/recommendations/{}/respond,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,65,intelligenceApi,Recommendation,,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
GET,/v1/intelligence/behaviour/churn-score/{},/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,69,intelligenceApi,ChurnScore,,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/cashflow/forecast,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,77,intelligenceApi,CashFlowForecast,,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
GET,/v1/intelligence/cashflow/{}/{},/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,80,intelligenceApi,CashFlowForecast[],,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/cashflow/{}/approve,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,83,intelligenceApi,CashFlowForecast,,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
GET,/v1/intelligence/documents/pending-review,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,87,intelligenceApi,DocumentJob[],,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/documents/process,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,94,form,{ data: DocumentJob },,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/documents/process,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,98,form,DocumentJob,,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
POST,/v1/intelligence/documents/{}/review,/cbs-frontend/src/features/intelligence/api/intelligenceApi.ts,105,form,DocumentJob,,/cbs-frontend/src/features/intelligence/pages/IntelligencePage.tsx
GET,/v1/cards,/cbs-frontend/src/features/cards/hooks/useCardData.ts,10,useCards,Card[],"queryKeys.cards.list(filters),",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
GET,/v1/cards/{},/cbs-frontend/src/features/cards/hooks/useCardData.ts,17,useCard,Card,"queryKeys.cards.list(filters),",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
GET,/v1/card-switch,/cbs-frontend/src/features/cards/hooks/useCardData.ts,25,useCardTransactions,CardTransaction[],"queryKeys.cards.detail(id),",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
GET,/v1/merchants,/cbs-frontend/src/features/cards/hooks/useCardData.ts,32,useMerchants,Merchant[],"['cards', 'transactions', filters],",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
GET,/v1/atm-terminals,/cbs-frontend/src/features/cards/hooks/useCardData.ts,39,usePosTerminals,PosTerminal[],"['merchants', filters],",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
POST,/v1/cards/{}/block,/cbs-frontend/src/features/cards/hooks/useCardData.ts,47,queryClient,void,"['pos-terminals'],",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
POST,/v1/cards/{}/activate,/cbs-frontend/src/features/cards/hooks/useCardData.ts,56,queryClient,void,"queryKeys.cards.all }),",/cbs-frontend/src/features/cards/pages/CardDetailPage.tsx; /cbs-frontend/src/features/cards/pages/CardListPage.tsx; /cbs-frontend/src/features/cards/pages/CardTransactionsPage.tsx; /cbs-frontend/src/features/cards/pages/MerchantListPage.tsx; /cbs-frontend/src/features/cards/pages/PosTerminalPage.tsx
GET,/v1/cards,/cbs-frontend/src/features/cards/api/cardApi.ts,5,cardApi,Card[],,
GET,/v1/cards/{},/cbs-frontend/src/features/cards/api/cardApi.ts,6,cardApi,Card,,
POST,/v1/cards/{}/block,/cbs-frontend/src/features/cards/api/cardApi.ts,7,cardApi,void,,
POST,/v1/cards/{}/activate,/cbs-frontend/src/features/cards/api/cardApi.ts,8,cardApi,void,,
PATCH,/v1/cards/{}/controls,/cbs-frontend/src/features/cards/api/cardApi.ts,10,cardApi,void,,
POST,/v1/cards/request,/cbs-frontend/src/features/cards/api/cardApi.ts,11,cardApi,Card,,
GET,/v1/card-switch,/cbs-frontend/src/features/cards/api/cardApi.ts,13,cardApi,CardTransaction[],,
GET,/v1/merchants,/cbs-frontend/src/features/cards/api/cardApi.ts,15,cardApi,Merchant[],,
GET,/v1/merchants/{},/cbs-frontend/src/features/cards/api/cardApi.ts,16,cardApi,Merchant,,
POST,/v1/merchants,/cbs-frontend/src/features/cards/api/cardApi.ts,17,cardApi,Merchant,,
GET,/v1/pos-terminals,/cbs-frontend/src/features/cards/api/cardApi.ts,19,cardApi,PosTerminal[],,
GET,/v1/market-data/feeds/status,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,138,marketDataManagementApi,DataFeed[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data/feeds,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,145,marketDataManagementApi,DataFeed,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-data/prices/{},/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,149,marketDataManagementApi,MarketPrice,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data/prices,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,158,marketDataManagementApi,MarketPrice,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-data/signals/{},/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,162,marketDataManagementApi,MarketSignal[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data/research,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,173,marketDataManagementApi,ResearchReport,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-data/research/published,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,176,marketDataManagementApi,ResearchReport[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-data-switch/dashboard,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,180,marketDataManagementApi,SwitchDashboard,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-data-switch/subscriptions/health,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,183,marketDataManagementApi,SubscriptionHealth[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-data-switch/feed-quality,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,186,marketDataManagementApi,FeedQualityMetric[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data-switch,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,189,marketDataManagementApi,MarketDataSwitch,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data-switch/{}/start,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,192,marketDataManagementApi,MarketDataSwitch,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data-switch/{}/stop,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,195,marketDataManagementApi,MarketDataSwitch,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-data-switch/subscriptions,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,202,marketDataManagementApi,SubscriptionHealth,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-analysis/type/{},/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,206,marketDataManagementApi,MarketAnalysis[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-analysis,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,214,marketDataManagementApi,MarketAnalysis,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-analysis/{}/publish,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,217,marketDataManagementApi,MarketAnalysis,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-research/active,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,221,marketDataManagementApi,MarketResearchProject[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-research/library,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,224,marketDataManagementApi,MarketResearchProject[],,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/market-research/insights,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,227,marketDataManagementApi,{ totalProjects: number; completedThisMonth: number; keyThemes: string[]; recommendations: string[] },,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-research,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,235,marketDataManagementApi,MarketResearchProject,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
POST,/v1/market-research/{}/complete,/cbs-frontend/src/features/marketdata/api/marketDataManagementApi.ts,241,marketDataManagementApi,MarketResearchProject,,/cbs-frontend/src/features/marketdata/pages/MarketDataManagementPage.tsx
GET,/v1/notifications/templates,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts,85,getTemplates,NotificationTemplate[],,/cbs-frontend/src/features/admin/pages/NotificationManagementPage.tsx
GET,/v1/notifications/templates/{},/cbs-frontend/src/features/admin/api/notificationAdminApi.ts,89,getTemplateById,NotificationTemplate,,/cbs-frontend/src/features/admin/pages/NotificationManagementPage.tsx
POST,/v1/notifications/templates,/cbs-frontend/src/features/admin/api/notificationAdminApi.ts,93,createTemplate,NotificationTemplate,,/cbs-frontend/src/features/admin/pages/NotificationManagementPage.tsx
